,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1150,2407203.0,Macau,24.0,RN,485.4192546583851,511.01437500000003,511.07937499999997,517.895652173913,643.625
1151,2407252.0,Major Sales,24.0,RN,432.6857142857143,499.2,500.2125,521.8285714285714,557.5
1152,2407302.0,Marcelino Vieira,24.0,RN,446.0407407407408,475.51785714285717,476.7642857142857,456.1666666666667,590.0
1153,2407401.0,Martins,24.0,RN,469.88235294117646,485.74705882352947,492.12941176470594,491.6705882352941,661.1764705882352
1154,2407500.0,Maxaranguape,24.0,RN,430.74615384615385,444.6769230769231,472.0615384615385,398.15384615384613,315.38461538461536
1155,2407609.0,Messias Targino,24.0,RN,442.40000000000003,450.49411764705883,458.15882352941173,500.1823529411765,715.2941176470588
1156,2407708.0,Montanhas,24.0,RN,472.1605263157894,479.26153846153846,477.8897435897436,481.64210526315793,580.0
1157,2407807.0,Monte Alegre,24.0,RN,468.3638888888888,495.9888888888888,494.7027777777778,464.03888888888895,550.0
1158,2407906.0,Monte das Gameleiras,24.0,RN,401.2769230769231,460.40769230769234,476.81538461538463,420.9153846153846,556.9230769230769
1159,2408003.0,Mossoró,24.0,RN,511.8920739762219,541.0224082421121,533.9853187379266,574.6634742404227,719.4462330972311
1160,2408102.0,Natal,24.0,RN,525.8880791722896,556.5710189677989,547.6542126157918,589.3919478182636,713.3348037053374
1161,2408201.0,Nísia Floresta,24.0,RN,466.27804878048784,476.7818181818182,485.12954545454545,453.9878048780488,500.90909090909093
1162,2408300.0,Nova Cruz,24.0,RN,506.4849816849817,527.4356890459363,524.2558303886925,572.0681318681319,705.8657243816255
1163,2408409.0,Olho d'Água do Borges,24.0,RN,446.9166666666667,492.05,476.5,467.76666666666665,615.0
1164,2408508.0,Ouro Branco,24.0,RN,471.66999999999996,499.3,493.33000000000004,526.15,534.0
1165,2408607.0,Paraná,24.0,RN,467.14,439.35714285714283,464.1857142857143,453.16,371.42857142857144
1166,2408706.0,Paraú,24.0,RN,465.6714285714285,481.8222222222222,472.70000000000005,444.64285714285717,513.3333333333334
1167,2408805.0,Parazinho,24.0,RN,445.4142857142857,479.7214285714286,494.7857142857143,441.39285714285717,521.4285714285714
1168,2408904.0,Parelhas,24.0,RN,485.65796178343953,519.0303797468355,510.2987341772152,530.031847133758,642.9113924050633
1169,2408953.0,Rio do Fogo,24.0,RN,412.64375,446.90625,463.00625,418.2125,422.5
1170,2409100.0,Passa e Fica,24.0,RN,483.73125,508.90208333333334,505.45625,520.0208333333334,618.3333333333334
1171,2409209.0,Passagem,24.0,RN,436.09999999999997,498.6333333333334,451.76666666666665,603.4333333333333,626.6666666666666
1172,2409308.0,Patu,24.0,RN,456.5424242424242,473.18939393939394,470.1333333333333,462.3893939393939,560.3030303030303
1173,2409332.0,Santa Maria,24.0,RN,439.45000000000005,438.175,425.75,401.5,160.0
1174,2409407.0,Pau dos Ferros,24.0,RN,523.5438596491229,557.2353448275862,548.6022988505747,598.516081871345,728.3333333333334
1175,2409506.0,Pedra Grande,24.0,RN,457.09230769230766,452.0846153846154,449.5615384615385,477.6461538461538,547.6923076923077
1176,2409605.0,Pedra Preta,24.0,RN,410.85,534.7,520.0,431.1,730.0
1177,2409704.0,Pedro Avelino,24.0,RN,439.54999999999995,451.1666666666667,418.3,466.25,513.3333333333334
1178,2409803.0,Pedro Velho,24.0,RN,450.9666666666667,461.65555555555557,461.7185185185185,442.47407407407405,442.962962962963
1179,2409902.0,Pendências,24.0,RN,458.0263157894737,461.31000000000006,477.6175,451.12631578947367,535.5
1180,2410009.0,Pilões,24.0,RN,454.95,470.25,487.59499999999997,464.325,674.0
1181,2410108.0,Poço Branco,24.0,RN,437.4421052631579,448.95500000000004,463.61,458.3894736842105,500.0
1182,2410207.0,Portalegre,24.0,RN,438.13199999999995,448.036,449.68,419.67199999999997,544.0
1183,2410256.0,Porto do Mangue,24.0,RN,419.3333333333333,443.7052631578947,435.0368421052632,440.47333333333336,471.57894736842104
1184,2410306.0,Serra Caiada,24.0,RN,447.6318181818182,501.30434782608694,486.3695652173913,494.95909090909095,553.0434782608696
1185,2410405.0,Pureza,24.0,RN,448.95,433.3666666666666,453.5333333333333,436.26666666666665,460.0
1186,2410504.0,Rafael Fernandes,24.0,RN,469.5083333333334,491.53846153846155,480.7692307692308,462.89166666666665,607.6923076923077
1187,2410603.0,Rafael Godeiro,24.0,RN,455.1583333333333,485.925,484.625,459.98333333333335,733.3333333333334
1188,2410702.0,Riacho da Cruz,24.0,RN,432.78000000000003,429.43999999999994,433.9,458.21999999999997,284.0
1189,2410801.0,Riacho de Santana,24.0,RN,424.2285714285714,498.7142857142857,507.2,422.7285714285714,605.7142857142857
1190,2410900.0,Riachuelo,24.0,RN,425.93333333333334,474.34615384615387,468.6,447.675,481.53846153846155
1191,2411007.0,Rodolfo Fernandes,24.0,RN,447.33125,469.75,460.79375,479.51875,586.25
1192,2411056.0,Tibau,24.0,RN,462.9405405405405,477.5763157894737,465.35526315789474,446.5135135135135,501.05263157894734
1193,2411106.0,Ruy Barbosa,24.0,RN,429.79375,455.125,431.2625,421.15,455.0
1194,2411205.0,Santa Cruz,24.0,RN,516.9235521235522,540.0651340996169,533.2429118773946,567.2262548262548,705.3639846743295
1195,2411403.0,Santana do Matos,24.0,RN,460.7882352941176,465.4888888888888,472.95000000000005,472.3705882352941,491.1111111111111
1196,2411429.0,Santana do Seridó,24.0,RN,397.0,379.56666666666666,419.8666666666666,410.45,420.0
1197,2411502.0,Santo Antônio,24.0,RN,487.5764150943396,531.7663636363636,511.57272727272726,534.35,650.3636363636364
1198,2411601.0,São Bento do Norte,24.0,RN,461.18333333333334,470.04285714285714,462.90000000000003,439.8,568.5714285714286
1199,2411700.0,São Bento do Trairí,24.0,RN,497.6,534.55,514.95,466.54999999999995,570.0
1200,2411809.0,São Fernando,24.0,RN,451.36,523.2,515.58,534.96,660.0
1201,2411908.0,São Francisco do Oeste,24.0,RN,471.75,477.7166666666667,486.31666666666666,444.2,633.3333333333334
1202,2412005.0,São Gonçalo do Amarante,24.0,RN,499.96978417266183,535.5188940092166,529.9073732718894,552.8630695443645,667.4193548387096
1203,2412104.0,São João do Sabugi,24.0,RN,431.27500000000003,499.5625,500.9375,482.7375,545.0
1204,2412203.0,São José de Mipibu,24.0,RN,447.85692307692307,482.76417910447765,487.6701492537314,464.2138461538462,502.3880597014925
1205,2412302.0,São José do Campestre,24.0,RN,461.3,463.2,465.07142857142856,469.7214285714286,371.42857142857144
1206,2412401.0,São José do Seridó,24.0,RN,478.7944444444444,478.0470588235294,467.2529411764706,481.18888888888887,551.7647058823529
1207,2412500.0,São Miguel,24.0,RN,464.0098039215686,501.67735849056606,505.2169811320755,506.0686274509804,594.7169811320755
1208,2412559.0,São Miguel do Gostoso,24.0,RN,466.73333333333335,483.175,508.35833333333335,464.32500000000005,575.0
1209,2412609.0,São Paulo do Potengi,24.0,RN,493.8944751381215,526.9532967032967,522.3774725274725,554.464640883978,660.0
1210,2412708.0,São Pedro,24.0,RN,466.6363636363636,473.0083333333334,467.8333333333333,503.24545454545455,475.0
1211,2412807.0,São Rafael,24.0,RN,443.472,506.5423076923077,509.34615384615387,450.15200000000004,584.6153846153846
1212,2412906.0,São Tomé,24.0,RN,451.3,452.1666666666667,455.73333333333335,394.02,473.3333333333333
1213,2413003.0,São Vicente,24.0,RN,438.8636363636364,500.85,493.5,457.79090909090905,656.0
1214,2413102.0,Senador Elói de Souza,24.0,RN,453.59375,475.4294117647059,430.33529411764704,423.08125,428.2352941176471
1215,2413201.0,Senador Georgino Avelino,24.0,RN,401.9166666666667,446.3833333333334,448.23333333333335,377.6166666666666,540.0
1216,2413300.0,Serra de São Bento,24.0,RN,440.40909090909093,480.95454545454544,472.24545454545455,455.1545454545454,561.8181818181819
1217,2413359.0,Serra do Mel,24.0,RN,479.87666666666667,499.70000000000005,499.98387096774195,515.3233333333333,594.1935483870968
1218,2413409.0,Serra Negra do Norte,24.0,RN,472.0571428571429,508.4266666666667,473.6933333333334,504.40000000000003,512.0
1219,2413508.0,Serrinha,24.0,RN,442.5952380952381,446.1045454545454,450.6136363636364,424.37619047619046,374.54545454545456
1220,2413557.0,Serrinha dos Pintos,24.0,RN,475.46,512.8375,496.5625,482.528,586.6666666666666
1221,2413607.0,Severiano Melo,24.0,RN,463.2105263157895,506.60526315789474,499.72631578947363,489.9947368421052,636.8421052631579
1222,2413706.0,Sítio Novo,24.0,RN,434.64,470.48,492.08000000000004,511.1,552.0
1223,2413805.0,Taboleiro Grande,24.0,RN,479.55,426.4,517.5,428.1,590.0
1224,2413904.0,Taipu,24.0,RN,421.11538461538464,458.9769230769231,459.8384615384615,419.8538461538462,470.7692307692308
1225,2414001.0,Tangará,24.0,RN,457.0181818181818,507.48333333333335,502.125,438.69090909090914,486.6666666666667
1226,2414100.0,Tenente Ananias,24.0,RN,469.96153846153845,490.0769230769231,486.2384615384616,462.5769230769231,564.6153846153846
1227,2414159.0,Tenente Laurentino Cruz,24.0,RN,477.275,517.0999999999999,495.73333333333335,502.16249999999997,473.3333333333333
1228,2414209.0,Tibau do Sul,24.0,RN,452.208,484.55384615384617,494.16923076923075,482.772,523.0769230769231
1229,2414308.0,Timbaúba dos Batistas,24.0,RN,459.34999999999997,478.6166666666666,474.3833333333334,465.9666666666667,686.6666666666666
1230,2414407.0,Touros,24.0,RN,468.34736842105264,501.3206896551724,495.9120689655173,464.26140350877193,648.2758620689655
1231,2414456.0,Triunfo Potiguar,24.0,RN,455.81875,477.11875,480.575,460.26875,691.25
1232,2414506.0,Umarizal,24.0,RN,466.92857142857144,492.47499999999997,507.90714285714284,487.2857142857143,602.8571428571429
1233,2414605.0,Upanema,24.0,RN,456.78108108108114,493.21351351351353,478.28648648648647,494.20810810810815,584.3243243243244
1234,2414704.0,Várzea,24.0,RN,470.4111111111111,494.1210526315789,500.51578947368415,480.68888888888887,664.2105263157895
1235,2414753.0,Venha-Ver,24.0,RN,477.46000000000004,485.8,490.3,502.0,660.0
1236,2414803.0,Vera Cruz,24.0,RN,463.0,473.5432432432432,479.2432432432432,466.40285714285716,477.2972972972973
1237,2414902.0,Viçosa,24.0,RN,426.1375,475.84999999999997,481.0625,472.3375,577.5
1238,2415008.0,Vila Flor,24.0,RN,401.68,452.14,456.28000000000003,463.5,660.0
1239,2500106.0,Água Branca,25.0,PB,491.8235294117647,494.74545454545455,503.73333333333335,507.0764705882352,616.3636363636364
1240,2500205.0,Aguiar,25.0,PB,439.27777777777777,451.8962962962963,463.2851851851852,476.24444444444447,553.3333333333334
1241,2500304.0,Alagoa Grande,25.0,PB,493.5785714285714,503.63977272727277,503.3636363636364,513.8464285714285,638.6363636363636
1242,2500403.0,Alagoa Nova,25.0,PB,454.9819444444445,483.444,486.4693333333333,460.9055555555555,547.2
1243,2500502.0,Alagoinha,25.0,PB,437.60615384615386,458.7911764705882,461.0794117647059,435.14923076923077,442.05882352941177
1244,2500536.0,Alcantil,25.0,PB,486.62222222222226,560.7,536.6666666666666,516.7888888888889,686.6666666666666
1245,2500577.0,Algodão de Jandaíra,25.0,PB,461.65,521.5,557.8,427.7,670.0
1246,2500601.0,Alhandra,25.0,PB,476.1125,485.15609756097564,493.09512195121954,470.64750000000004,579.0243902439024
1247,2500700.0,São João do Rio do Peixe,25.0,PB,447.59499999999997,451.75952380952384,444.0809523809524,456.68,510.4761904761905
1248,2500734.0,Amparo,25.0,PB,467.32,439.18,461.14,482.88,732.0
1249,2500775.0,Aparecida,25.0,PB,460.5348837209302,475.20232558139537,474.5279069767442,484.96279069767445,512.5581395348837
1250,2500809.0,Araçagi,25.0,PB,450.1090909090909,460.70714285714286,461.8535714285714,465.91818181818184,558.5714285714286
1251,2500908.0,Arara,25.0,PB,462.39473684210526,471.990243902439,483.0731707317073,476.7947368421053,584.390243902439
1252,2501005.0,Araruna,25.0,PB,460.76571428571424,473.1057142857143,482.12714285714287,474.6242857142857,611.7142857142857
1253,2501104.0,Areia,25.0,PB,466.55213675213673,489.27851239669417,485.41074380165287,484.857264957265,585.7851239669421
1254,2501153.0,Areia de Baraúnas,25.0,PB,430.54285714285714,455.5,437.5,467.5285714285714,485.7142857142857
1255,2501203.0,Areial,25.0,PB,477.8857142857143,502.1771428571429,511.87142857142857,486.6885714285714,541.7142857142857
1256,2501302.0,Aroeiras,25.0,PB,460.12875,489.67283950617286,485.0679012345679,481.21375,680.4938271604939
1257,2501351.0,Assunção,25.0,PB,469.65,528.475,525.65,518.3875,722.5
1258,2501401.0,Baía da Traição,25.0,PB,444.63124999999997,446.62571428571425,470.2114285714286,438.41562500000003,490.85714285714283
1259,2501500.0,Bananeiras,25.0,PB,485.62954545454545,524.5238636363637,517.1261363636363,516.0659090909091,685.4545454545455
1260,2501534.0,Baraúna,25.0,PB,450.94705882352946,464.66571428571433,451.9114285714286,438.5558823529412,546.2857142857143
1261,2501575.0,Barra de Santana,25.0,PB,435.7111111111111,456.1111111111111,450.3777777777778,432.5777777777778,620.0
1262,2501609.0,Barra de Santa Rosa,25.0,PB,431.70701754385965,455.2344262295082,466.5950819672131,448.27017543859654,499.672131147541
1263,2501708.0,Barra de São Miguel,25.0,PB,480.2,502.1,489.0,518.525,580.0
1264,2501807.0,Bayeux,25.0,PB,475.0169863013699,493.68297872340423,490.7023936170213,480.5290410958904,579.1489361702128
1265,2501906.0,Belém,25.0,PB,465.61392405063293,478.5626506024096,463.6120481927711,475.65949367088604,635.6626506024096
1266,2502003.0,Belém do Brejo do Cruz,25.0,PB,439.85238095238094,482.34285714285716,466.31428571428575,490.66190476190474,551.4285714285714
1267,2502052.0,Bernardino Batista,25.0,PB,434.31538461538463,433.2357142857143,450.3,463.79999999999995,534.2857142857143
1268,2502102.0,Boa Ventura,25.0,PB,435.1,429.76666666666665,362.93333333333334,414.5,186.66666666666666
1269,2502151.0,Boa Vista,25.0,PB,460.4689655172414,481.8838709677419,489.27096774193546,463.7206896551724,690.9677419354839
1270,2502201.0,Bom Jesus,25.0,PB,473.8333333333333,464.8,465.45,453.51666666666665,386.6666666666667
1271,2502300.0,Bom Sucesso,25.0,PB,463.38,485.93999999999994,483.535,508.45500000000004,673.0
1272,2502409.0,Bonito de Santa Fé,25.0,PB,423.9190476190476,445.8095238095238,455.57142857142856,442.43333333333334,453.3333333333333
1273,2502508.0,Boqueirão,25.0,PB,459.3841463414634,486.0702380952381,483.1654761904762,482.3475609756098,590.0
1274,2502607.0,Igaracy,25.0,PB,449.0608695652174,482.32608695652175,440.19565217391306,471.0913043478261,619.1304347826087
1275,2502706.0,Borborema,25.0,PB,428.74,417.675,439.8625,395.62666666666667,467.5
1276,2502805.0,Brejo do Cruz,25.0,PB,480.53541666666666,478.74038461538464,482.2288461538462,526.44375,626.5384615384615
1277,2502904.0,Brejo dos Santos,25.0,PB,467.0,481.6347826086957,477.67826086956524,513.2454545454545,561.7391304347826
1278,2503001.0,Caaporã,25.0,PB,442.33125,460.584375,438.478125,428.853125,496.875
1279,2503100.0,Cabaceiras,25.0,PB,463.44374999999997,480.66315789473686,471.4736842105263,471.09375,462.10526315789474
1280,2503209.0,Cabedelo,25.0,PB,482.51900452488684,508.5612334801762,504.77004405286345,502.7303167420814,622.6431718061674
1281,2503308.0,Cachoeira dos Índios,25.0,PB,447.45714285714286,445.5733333333334,457.61333333333334,436.04285714285714,520.0
1282,2503407.0,Cacimba de Areia,25.0,PB,461.29999999999995,455.90000000000003,442.7833333333333,427.75,413.3333333333333
1283,2503506.0,Cacimba de Dentro,25.0,PB,462.0857142857143,494.1875,500.08214285714286,494.06607142857143,588.5714285714286
1284,2503555.0,Cacimbas,25.0,PB,439.5388888888889,469.5888888888889,460.3388888888889,459.0888888888889,471.1111111111111
1285,2503605.0,Caiçara,25.0,PB,446.54545454545456,474.78484848484845,473.8909090909091,471.3727272727273,665.4545454545455
1286,2503704.0,Cajazeiras,25.0,PB,493.27487922705313,522.1646511627906,513.7083720930233,544.5437198067633,668.046511627907
1287,2503753.0,Cajazeirinhas,25.0,PB,451.07222222222225,466.68947368421055,450.8526315789474,454.0444444444445,630.5263157894736
1288,2503803.0,Caldas Brandão,25.0,PB,424.45,451.89047619047625,438.9095238095238,413.735,463.8095238095238
1289,2503902.0,Camalaú,25.0,PB,437.6967741935484,476.0028571428571,471.66285714285715,459.658064516129,550.8571428571429
1290,2504009.0,Campina Grande,25.0,PB,512.4665373005605,543.0828825021133,532.7803888419272,567.4795601552394,720.6846999154692
1291,2504033.0,Capim,25.0,PB,448.4304347826087,473.2791666666667,472.6458333333333,476.6478260869565,556.6666666666666
1292,2504074.0,Caraúbas,25.0,PB,384.0,377.3,491.5,468.8,340.0
1293,2504108.0,Carrapateira,25.0,PB,441.28000000000003,450.7818181818182,471.74545454545455,472.95,609.0909090909091
1294,2504157.0,Casserengue,25.0,PB,421.65000000000003,455.7214285714286,487.0571428571429,453.88214285714287,573.5714285714286
1295,2504207.0,Catingueira,25.0,PB,470.7928571428571,502.74,505.6666666666667,487.81428571428575,594.6666666666666
1296,2504306.0,Catolé do Rocha,25.0,PB,491.2605691056911,510.5879032258065,503.72298387096777,536.1247967479675,718.4677419354839
1297,2504355.0,Caturité,25.0,PB,467.03999999999996,491.28000000000003,472.4,507.8,592.0
1298,2504405.0,Conceição,25.0,PB,468.0660550458715,484.04684684684685,480.7018018018018,483.9816513761468,639.4594594594595
1299,2504504.0,Condado,25.0,PB,470.951724137931,509.4034482758621,496.1586206896552,506.2206896551724,600.0
1300,2504603.0,Conde,25.0,PB,461.2180555555555,480.29200000000003,476.49333333333334,464.7611111111112,457.06666666666666
1301,2504702.0,Congo,25.0,PB,464.93999999999994,459.1636363636364,457.14090909090913,495.145,455.45454545454544
1302,2504801.0,Coremas,25.0,PB,496.18148148148146,504.0611111111111,491.1537037037037,542.312962962963,619.6296296296297
1303,2504850.0,Coxixola,25.0,PB,396.65,389.4,462.225,455.675,550.0
1304,2504900.0,Cruz do Espírito Santo,25.0,PB,453.3153846153846,472.49750000000006,476.9575,447.81794871794875,531.5
1305,2505006.0,Cubati,25.0,PB,475.21627906976744,493.2046511627907,498.2232558139535,480.52093023255816,598.1395348837209
1306,2505105.0,Cuité,25.0,PB,468.895,487.61747572815534,487.81067961165047,490.251,574.9514563106796
1307,2505204.0,Cuitegi,25.0,PB,450.85,413.17499999999995,461.17499999999995,469.19999999999993,430.0
1308,2505238.0,Cuité de Mamanguape,25.0,PB,445.9083333333333,464.78799999999995,492.376,478.8333333333333,592.0
1309,2505279.0,Curral de Cima,25.0,PB,459.15000000000003,485.0111111111112,466.34999999999997,476.2944444444444,497.77777777777777
1310,2505303.0,Curral Velho,25.0,PB,463.97499999999997,510.32500000000005,502.375,538.0500000000001,685.0
1311,2505352.0,Damião,25.0,PB,462.13461538461536,491.444,497.244,463.5423076923077,640.0
1312,2505402.0,Desterro,25.0,PB,456.20588235294116,469.9025641025641,470.82564102564106,459.92058823529413,515.3846153846154
1313,2505501.0,Vista Serrana,25.0,PB,469.5,490.65,491.1,562.45,760.0
1314,2505600.0,Diamante,25.0,PB,460.8166666666667,505.3588235294118,482.8411764705882,479.89444444444445,581.1764705882352
1315,2505709.0,Dona Inês,25.0,PB,471.0,472.0916666666667,483.3,477.3695652173913,521.6666666666666
1316,2505808.0,Duas Estradas,25.0,PB,467.21250000000003,476.22222222222223,497.79999999999995,445.525,513.3333333333334
1317,2505907.0,Emas,25.0,PB,452.37931034482756,436.2566666666667,452.86333333333334,458.5344827586207,436.0
1318,2506004.0,Esperança,25.0,PB,478.58779069767445,510.04640883977896,507.8259668508287,514.428488372093,652.4861878453039
1319,2506103.0,Fagundes,25.0,PB,471.45454545454544,484.2893939393939,488.089393939394,463.0378787878788,573.030303030303
1320,2506202.0,Frei Martinho,25.0,PB,499.74545454545455,500.91818181818184,485.2,490.32727272727277,514.5454545454545
1321,2506251.0,Gado Bravo,25.0,PB,438.2352941176471,458.3611111111111,450.3777777777778,430.2529411764706,512.2222222222222
1322,2506301.0,Guarabira,25.0,PB,492.9741573033708,518.9383763837637,515.8935424354244,535.7659176029963,683.9483394833949
1323,2506400.0,Gurinhém,25.0,PB,435.80909090909086,464.95454545454544,449.17272727272723,420.37272727272733,518.1818181818181
1324,2506509.0,Gurjão,25.0,PB,462.12777777777774,464.4526315789474,481.7315789473684,425.1611111111111,422.10526315789474
1325,2506608.0,Ibiara,25.0,PB,453.76176470588234,449.27941176470586,445.34999999999997,464.0676470588235,412.94117647058823
1326,2506707.0,Imaculada,25.0,PB,426.0192307692308,446.836,438.764,441.25,520.0
1327,2506806.0,Ingá,25.0,PB,478.956862745098,501.4230769230769,505.51346153846157,507.4450980392157,586.9230769230769
1328,2506905.0,Itabaiana,25.0,PB,474.2819875776397,502.81040462427745,502.22543352601156,510.8844720496894,669.2485549132948
1329,2507002.0,Itaporanga,25.0,PB,484.85487179487177,502.72474747474746,495.54393939393935,526.2071794871795,680.6060606060606
1330,2507101.0,Itapororoca,25.0,PB,466.2755813953488,492.9235955056179,485.1494382022472,482.89883720930237,576.1797752808989
1331,2507200.0,Itatuba,25.0,PB,432.4631578947368,477.5105263157895,484.8894736842105,461.4157894736842,578.9473684210526
1332,2507309.0,Jacaraú,25.0,PB,471.8693548387097,493.5016129032258,491.90645161290325,483.06290322580645,628.0645161290323
1333,2507408.0,Jericó,25.0,PB,487.99230769230775,479.5230769230769,489.83076923076925,528.3538461538461,721.5384615384615
1334,2507507.0,João Pessoa,25.0,PB,514.820995091477,541.2526361846423,533.1845110479107,572.3715082552433,701.8770509735288
1335,2507606.0,Juarez Távora,25.0,PB,436.078125,460.50588235294117,464.52941176470586,447.31875,330.0
1336,2507705.0,Juazeirinho,25.0,PB,450.53508771929825,487.7068965517241,498.10172413793106,472.4105263157895,571.0344827586207
1337,2507804.0,Junco do Seridó,25.0,PB,397.38,399.62,417.83000000000004,374.96999999999997,458.0
1338,2507903.0,Juripiranga,25.0,PB,447.4078431372549,454.7769230769231,467.9057692307692,474.96078431372547,677.3076923076923
1339,2508000.0,Juru,25.0,PB,470.0629629629629,492.951724137931,500.8413793103448,506.44814814814816,630.3448275862069
1340,2508109.0,Lagoa,25.0,PB,460.2578947368421,497.03888888888895,494.05555555555554,460.0263157894737,523.3333333333334
1341,2508208.0,Lagoa de Dentro,25.0,PB,466.64166666666665,513.6708333333333,485.2375,471.52500000000003,671.6666666666666
1342,2508307.0,Lagoa Seca,25.0,PB,446.163768115942,460.85616438356163,469.0657534246576,428.9869565217391,544.6575342465753
1343,2508406.0,Lastro,25.0,PB,443.4774193548387,460.53548387096777,458.241935483871,453.6741935483871,689.6774193548387
1344,2508505.0,Livramento,25.0,PB,447.77,458.93,479.02,424.87,476.0
1345,2508554.0,Logradouro,25.0,PB,483.15000000000003,464.39166666666665,471.9791666666667,471.87916666666666,550.8333333333334
1346,2508604.0,Lucena,25.0,PB,412.95454545454544,460.62727272727267,477.87272727272733,403.74545454545455,343.6363636363636
1347,2508703.0,Mãe d'Água,25.0,PB,435.07,478.8636363636364,488.19090909090914,501.61,660.0
1348,2508802.0,Malta,25.0,PB,452.4111111111111,476.12222222222226,493.2055555555556,484.7944444444444,461.1111111111111
1349,2508901.0,Mamanguape,25.0,PB,466.34939759036143,479.7286274509804,483.80117647058825,481.8293172690763,594.9803921568628
1350,2509008.0,Manaíra,25.0,PB,488.55294117647054,484.47222222222223,481.71111111111105,510.3,508.8888888888889
1351,2509057.0,Marcação,25.0,PB,414.1611111111111,447.33157894736837,454.37368421052633,452.81666666666666,413.6842105263158
1352,2509107.0,Mari,25.0,PB,461.64464285714286,478.4310344827586,481.2258620689655,487.64285714285717,605.8620689655172
1353,2509156.0,Marizópolis,25.0,PB,442.7142857142857,454.5642857142857,463.08214285714286,468.4214285714285,598.5714285714286
1354,2509206.0,Massaranduba,25.0,PB,444.9,479.3882352941177,473.7264705882353,455.234375,487.6470588235294
1355,2509305.0,Mataraca,25.0,PB,439.66470588235296,435.8527777777778,454.68611111111113,443.55882352941177,482.77777777777777
1356,2509339.0,Matinhas,25.0,PB,438.3758620689655,445.853125,449.6375,397.696551724138,447.5
1357,2509396.0,Maturéia,25.0,PB,463.2758620689655,464.6107142857143,472.3964285714286,463.05172413793105,449.2857142857143
1358,2509404.0,Mogeiro,25.0,PB,438.6133333333333,461.97999999999996,469.2266666666667,435.81111111111113,506.22222222222223
1359,2509503.0,Montadas,25.0,PB,484.64285714285717,525.2619047619048,512.7952380952381,511.0619047619047,591.4285714285714
1360,2509602.0,Monte Horebe,25.0,PB,441.8666666666666,448.84,458.16,473.26666666666665,300.0
1361,2509701.0,Monteiro,25.0,PB,468.2253731343284,499.74117647058824,500.8906862745098,510.84626865671646,575.5882352941177
1362,2509800.0,Mulungu,25.0,PB,438.1857142857143,461.5142857142857,461.3357142857143,415.0892857142857,465.7142857142857
1363,2509909.0,Natuba,25.0,PB,444.8,472.96000000000004,487.53999999999996,508.6,624.0
1364,2510006.0,Nazarezinho,25.0,PB,471.6296296296296,476.4703703703704,465.2814814814815,473.5444444444445,615.5555555555555
1365,2510105.0,Nova Floresta,25.0,PB,448.6510638297872,461.164,461.25,447.50425531914897,449.2
1366,2510204.0,Nova Olinda,25.0,PB,433.4826086956522,451.60869565217394,449.67826086956524,437.04347826086956,486.95652173913044
1367,2510303.0,Nova Palmeira,25.0,PB,510.41818181818184,521.3545454545455,522.0545454545455,566.6727272727272,780.0
1368,2510402.0,Olho d'Água,25.0,PB,441.21666666666664,453.2566666666667,451.7,485.78,569.3333333333334
1369,2510501.0,Olivedos,25.0,PB,459.25882352941176,446.0352941176471,463.3882352941177,443.55294117647054,636.4705882352941
1370,2510600.0,Ouro Velho,25.0,PB,377.9,470.7555555555556,455.4111111111111,362.65,502.22222222222223
1371,2510659.0,Parari,25.0,PB,438.5333333333333,432.31666666666666,433.0833333333333,497.1333333333334,303.3333333333333
1372,2510709.0,Passagem,25.0,PB,399.6,412.2444444444444,421.72222222222223,387.7875,437.77777777777777
1373,2510808.0,Patos,25.0,PB,494.4165094339623,518.6097072419107,511.1263482280431,545.3460691823899,646.9953775038521
1374,2510907.0,Paulista,25.0,PB,474.89473684210526,487.2868421052632,474.9894736842105,483.6947368421053,604.2105263157895
1375,2511004.0,Pedra Branca,25.0,PB,426.1333333333334,419.76666666666665,432.86666666666673,416.8333333333333,620.0
1376,2511103.0,Pedra Lavrada,25.0,PB,457.6423076923077,481.7107142857143,481.8607142857143,489.8115384615385,563.5714285714286
1377,2511202.0,Pedras de Fogo,25.0,PB,448.7672131147541,466.96507936507936,469.26349206349204,446.3983606557377,474.2857142857143
1378,2511301.0,Piancó,25.0,PB,496.93636363636364,516.0440677966102,510.07457627118646,515.9345454545455,725.7627118644068
1379,2511400.0,Picuí,25.0,PB,485.36170212765956,515.831914893617,513.588829787234,533.7760638297872,682.0212765957447
1380,2511509.0,Pilar,25.0,PB,469.65348837209297,487.88139534883726,476.9697674418605,495.69534883720934,592.0930232558139
1381,2511608.0,Pilões,25.0,PB,451.4608695652174,468.02500000000003,469.84999999999997,472.6608695652174,577.5
1382,2511707.0,Pilõezinhos,25.0,PB,473.72380952380956,500.35,479.2318181818182,480.0,641.8181818181819
1383,2511806.0,Pirpirituba,25.0,PB,446.7083333333333,471.92800000000005,458.228,481.90000000000003,591.2
1384,2511905.0,Pitimbu,25.0,PB,453.09200000000004,477.8576923076923,466.1769230769231,446.42800000000005,451.53846153846155
1385,2512002.0,Pocinhos,25.0,PB,460.66842105263163,458.9,479.16,431.59473684210525,487.0
